;NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID;BAIRRO;Tamanho;Endereco;BAIRRO_LOC;LATITUDE;LONGITUDE;LAT_BAIRRO;LONG_BAIRRO
83;CEJA Monsenhor Hélio Campos;;;AV. MONSENHOR HÉLIO CAMPOS, 251 , CRISTO REDENTOR, FORTALEZA , CE, 60336,800;;;Ensino Médio;CRISTO REDENTOR;7; MONSENHOR HÉLIO CAMPOS  251 , FORTALEZA;Cristo Redentor, FORTALEZA, CE;-3.7056607;-38.5652585;-3.7076431;-38.5650444
84;Farias Brito Jovem Central;;;R. SEN. POMPEU, 2607 , JOSÉ BONIFACIO, FORTALEZA , CE, 60025,002;;;Ensino Médio;JOSÉ BONIFACIO;7;R. SENADOR POMPEU  2607 , FORTALEZA;José Bonifacio, FORTALEZA, CE;-3.7414062;-38.5335277;-3.7394569;-38.5285591
85;Colégio Ari de Sá Cavalcante - Sede Duque de Caxias;;;AV. DUQUE DE CAXIAS, 519 , CENTRO, FORTALEZA , CE, 60035,110;;;Ensino Médio;CENTRO;7; DUQUE DE CAXIAS  519 , FORTALEZA;Centro, FORTALEZA, CE;-3.7323624;-38.5291248;-3.7281287;-38.527412
86;CEJA Paulo Freire;;;R. OLAVO BILAC, 1300 , SÃO GERARDO, FORTALEZA , CE, 63475,061;;;Ensino Médio;SÃO GERARDO;7;R. OLAVO BILAC  1300 , FORTALEZA;São Gerardo, FORTALEZA, CE;-3.8393203;-38.5252784;-3.7302419;-38.5575276
87;Christus Pré-Universitário Jovita;;;R. CRUZ SALDANHA, 614 , PARQUELÂNDIA, FORTALEZA , CE, 60450,340;;;Ensino Médio;PARQUELÂNDIA;7;R. CRUZ SALDANHA  614 , FORTALEZA;Parquelândia, FORTALEZA, CE;-3.7394311;-38.553296;-3.7377987;-38.5590543
88;EMEIF São Rafael;;;R. DOS TABAJARAS, 244 , PRAIA DE IRACEMA, FORTALEZA , CE, 60060,510;;;Ensino Médio;PRAIA DE IRACEMA;7;R. DOS TABAJARAS  244 , FORTALEZA;Praia de Iracema, FORTALEZA, CE;-3.7193324;-38.5178001;-3.7205595;-38.5084796
89;Colégio Farias Brito;;;R. BARÃO DO RIO BRANCO, 2424 , JOSÉ BONIFACIO, FORTALEZA , CE, 60025,062;;;Ensino Médio;JOSÉ BONIFACIO;7;R. BARÃO DO RIO BRANCO  2424 , FORTALEZA;José Bonifacio, FORTALEZA, CE;-3.7389302;-38.5327368;-3.7394569;-38.5285591
90;Instituto Infantil Tia Neuma;;;ALAMEDA ANA ELISA, 133 , CIDADE 2000, FORTALEZA , CE, 60190,130;;;Ensino Médio;CIDADE 2000;7;ALAMEDA ANA ELISA  133 , FORTALEZA;Cidade 2000, FORTALEZA, CE;-3.7496668;-38.4694438;-3.7501025;-38.4716231
91;EMEIEF José Ramos Torres de Melo;;;AV. DA ABOLIÇÃO, 3984 , MUCURIPE, FORTALEZA , CE, 60165,085;;;Ensino Médio;MUCURIPE;7; DA ABOLIÇÃO  3984 , FORTALEZA;Mucuripe, FORTALEZA, CE;-3.7257184;-38.483869;-3.7257065;-38.4848018
92;Colégio Salomé Bastos;;;R. DES. HERMES PARAÍBA, 1120 , VILA VELHA, FORTALEZA , CE, 60347,155;;;Ensino Médio;VILA VELHA;7;R. DESEMBARGADOR HERMES PARAÍBA  1120 , FORTALEZA;Vila Velha, FORTALEZA, CE;-3.712345;-38.5933444;-3.7124689;-38.6044591
93;EMEIF Profa. Maria Odnilra Cruz Moreira;;;AV. DAS ADENANTERAS, 800 , CIDADE 2000, FORTALEZA , CE, 60190,560;;;Ensino Médio;CIDADE 2000;7; DAS ADENANTERAS  800 , FORTALEZA;Cidade 2000, FORTALEZA, CE;-3.7558086;-38.4680372;-3.7501025;-38.4716231
94;EMTI Profa. Maria José Ferreira Gomes;;;R. CÔNEGO DE CASTRO, 8617 , PARQUE PRES. VARGAS, FORTALEZA , CE, 60713,305;;;Ensino Médio;PARQUE PRES. VARGAS;7;R. CÔNEGO DE CASTRO  8617 , FORTALEZA;Parque Presidente Vargas, FORTALEZA, CE;-3.8222969;-38.6044058;-3.8260575;-38.5997196
95;Colégio da Imaculada Conceição;;;AV. SANTOS DUMONT, 55 , CENTRO, FORTALEZA , CE, 60150,160;;;Ensino Médio;CENTRO;7; SANTOS DUMONT  55 , FORTALEZA;Centro, FORTALEZA, CE;-3.7273635;-38.5224588;-3.7281287;-38.527412
96;Colégio Rosa Gattorno;;;R. OSCAR PEDREIRA, 98 , JACARECANGA, FORTALEZA , CE, 60010,670;;;Ensino Médio;JACARECANGA;7;R. OSCAR PEDREIRA  98 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7225887;-38.5431312;-3.7218504;-38.5416884
97;Centro Educacional Maria Montfort;;;RUA PROFESSOR JOÃO BOSCO, 213 , PARQUE ARAXÁ, FORTALEZA , CE, 60430,690;;;Ensino Médio;PARQUE ARAXÁ;7;RUA PROFESSOR JOÃO BOSCO  213 , FORTALEZA;Parque Araxá, FORTALEZA, CE;-3.7396709;-38.545445;-3.7358577;-38.5477178
98;Externato São Vicente de Paulo;;;R. VINTE E CINCO DE MARÇO, 407 , CENTRO, FORTALEZA , CE, 60060,120;;;Ensino Médio;CENTRO;7;R. VINTE E CINCO DE MARÇO  407 , FORTALEZA;Centro, FORTALEZA, CE;-3.7276865;-38.5216805;-3.7281287;-38.527412
99;Centro Educacional José de Alencar - EJA e Supletivo Online;;;RUA DONA LEOPOLDINA, 912 , CENTRO, FORTALEZA , CE, 60110,000;;;Ensino Médio;CENTRO;7;RUA DONA LEOPOLDINA  912 , FORTALEZA;Centro, FORTALEZA, CE;-3.7329137;-38.5202643;-3.7281287;-38.527412
100;CEJA Professor Gilmar Maia de Sousa;;;R. GUILHERME ROCHA, 1055 , CENTRO, FORTALEZA , CE, 60030,140;;;Ensino Médio;CENTRO;7;R. GUILHERME ROCHA  1055 , FORTALEZA;Centro, FORTALEZA, CE;-3.7252629;-38.5332853;-3.7281287;-38.527412
101;Colégio Farias Brito Júnior Central;;;R. PADRE MIGUELINO, 1369 , CENTRO, FORTALEZA , CE, 60040,300;;;Ensino Médio;CENTRO;7;R. PADRE MIGUELINO  1369 , FORTALEZA;Centro, FORTALEZA, CE;-3.7434089;-38.5314023;-3.7281287;-38.527412
102;Colégio Ícone - Anexo;;;RUA 30 DE MARÇO, 28 , BARRA DO CEARÁ, FORTALEZA , CE, 60334,120;;;Ensino Médio;BARRA DO CEARÁ;7;RUA 30 DE MARÇO  28 , FORTALEZA;Barra do Ceará, FORTALEZA, CE;-3.7063176;-38.57033;-3.7044722;-38.5812573
103;Colégio Deoclécio Ferro;;;R. MINERVINO DE CASTRO, 987 , PARQUE ARAXÁ, FORTALEZA , CE, 60430,620;;;Ensino Médio;PARQUE ARAXÁ;7;R. MINERVINO DE CASTRO  987 , FORTALEZA;Parque Araxá, FORTALEZA, CE;-3.7401499;-38.5472658;-3.7358577;-38.5477178
104;Escola Nossa Senhora Auxiliadora;;;AVENIDA IMPERADOR, 1490 , CENTRO, FORTALEZA , CE, 60015,052;;;Ensino Médio;CENTRO;7;AVENIDA IMPERADOR  1490 , FORTALEZA;Centro, FORTALEZA, CE;-3.7339126;-38.5364876;-3.7281287;-38.527412
105;IEP;;;EDIFÍCIO PERSONALIDADE CENTER , R. BARÃO DE ARACATI, 2135 , 3º ANDAR , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60115,082;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);9; R. BARÃO DE ARACATI  3º ANDAR , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7377698;-38.5134851;-3.7446816;-38.5186105
106;Escola Espaco Ativo;;;R. ANDRADE FURTADO, 810 , COCÓ, FORTALEZA , CE, 60190,170;;;Ensino Médio;COCÓ;7;R. ANDRADE FURTADO  810 , FORTALEZA;Cocó, FORTALEZA, CE;-3.7451837;-38.482212;-3.7481588;-38.4808581
107;Colégio Adventista de Fortaleza;;;AV. DA UNIVERSIDADE, 2083 , BENFICA, FORTALEZA , CE, 60020,180;;;Ensino Médio;BENFICA;7; DA UNIVERSIDADE  2083 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7364992;-38.5343321;-3.741486;-38.538855
108;Instituto Pequeno Príncipe;;;RUA CONSELHEIRO TRISTÃO, 788 , CENTRO, FORTALEZA , CE, 60050,100;;;Ensino Médio;CENTRO;7;RUA CONSELHEIRO TRISTÃO  788 , FORTALEZA;Centro, FORTALEZA, CE;-3.7470289;-38.529101;-3.7281287;-38.527412
109;EMEIEF Profa. Consuelo Amora;;;AV. DOS JANGADEIROS, 577 , VICENTE PINZON, FORTALEZA , CE, 60175,440;;;Ensino Médio;VICENTE PINZON;7; DOS JANGADEIROS  577 , FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.723874;-38.4770822;-3.7281452;-38.4697385
110;EEEP Presidente Roosevelt;4.6;99 comentários;AV. BEZERRA DE MENEZES, 435 , FARIAS BRITO, FORTALEZA , CE, 60325,005;Escola técnica em Fortaleza, Ceará;;Ensino Médio;FARIAS BRITO;7; BEZERRA DE MENEZES  435 , FORTALEZA;Farias Brito, FORTALEZA, CE;-3.7331016;-38.5485641;-3.7296496;-38.5430883
111;Instituto Educacional Girassol;;;R. ANTÔNIO AUGUSTO, 1300 , ALDEOTA, FORTALEZA , CE, 60110,370;;;Ensino Médio;ALDEOTA;7;R. ANTÔNIO AUGUSTO  1300 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7321731;-38.514249;-3.7341528;-38.5096997
112;Escola Bedelândia;;;R. J DA PENHA, 972 , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60110,120;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);7;R. J DA PENHA  972 , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7392306;-38.5214171;-3.7446816;-38.5186105
113;EMEIEF Dom Manoel Da Silva Gomes;;;RUA SAMUEL UCHÔA, 550 , JARDIM AMÉRICA, FORTALEZA , CE, 60416,205;;;Ensino Médio;JARDIM AMÉRICA;7;RUA SAMUEL UCHÔA  550 , FORTALEZA;Jardim América, FORTALEZA, CE;-3.7545894;-38.5452298;-3.7523233;-38.5423767
114;EMEIF Frei Lauro Schwartz;;;R. ANTÔNIO POMPEU, 2005 , FARIAS BRITO, FORTALEZA , CE, 60015,107;;;Ensino Médio;FARIAS BRITO;7;R. ANTÔNIO POMPEU  2005 , FORTALEZA;Farias Brito, FORTALEZA, CE;-3.7320398;-38.5412295;-3.7296496;-38.5430883
115;EMEIEF Alba Frota;;;AV. DOM MANUEL, 914 , CENTRO, FORTALEZA , CE, 60060,090;;;Ensino Médio;CENTRO;7; DOM MANUEL  914 , FORTALEZA;Centro, FORTALEZA, CE;-3.7369211;-38.5533107;-3.7281287;-38.527412
116;Escola de Ensino Fundamental e Médio Juvenal Galeno;;;R. OTO DE ALENCAR, 193 , JACARECANGA, FORTALEZA , CE, 60010,270;;;Ensino Médio;JACARECANGA;7;R. OTO DE ALENCAR  193 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7239723;-38.5400802;-3.7218504;-38.5416884
117;Colégio Militar do Corpo de Bombeiros;;;R. ADRIANO MARTINS, 436 , JACARECANGA, FORTALEZA , CE, 63475,100;;;Ensino Médio;JACARECANGA;7;R. ADRIANO MARTINS  436 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7220845;-38.5450385;-3.7218504;-38.5416884
118;EEEP Juarez Távora;;;RUA MINISTRO JOAQUIM BASTOS, 747 , FÁTIMA, FORTALEZA , CE, 60415,040;Escola técnica em Fortaleza, Ceará;;Ensino Médio;FÁTIMA;7;RUA MINISTRO JOAQUIM BASTOS  747 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7516562;-38.5312856;-3.7517525;-38.5290848
119;Centro Educacional Casa do Saber;;;AV. DAS GRAVIOLAS, 310 , CIDADE 2000, FORTALEZA , CE, 60190,600;;;Ensino Médio;CIDADE 2000;7; DAS GRAVIOLAS  310 , FORTALEZA;Cidade 2000, FORTALEZA, CE;-3.7531868;-38.4718481;-3.7501025;-38.4716231
120;EMEIEF Secretário Paulo Petrola;;;RUA MONSENHOR CARNEIRO DA CUNHA, 415 , JACARECANGA, FORTALEZA , CE, 60010,470;;;Ensino Médio;JACARECANGA;7;RUA MONSENHOR CARNEIRO DA CUNHA  415 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7737969;-38.4975819;-3.7218504;-38.5416884
121;EGF - Escola Grande Fortaleza;;;R. PÔRTO VELHO, 401 , JOÃO XXIII, FORTALEZA , CE, 60525,571;;;Ensino Médio;JOÃO XXIII;7;R. PÔRTO VELHO  401 , FORTALEZA;João XXIII, FORTALEZA, CE;-3.7684719;-38.5847677;-3.770292;-38.5874703
122;Colégio Adventista de Fortaleza - Educação Infantil;;;RUA MARECHAL DEODORO, 112 , BENFICA, FORTALEZA , CE, 60020,060;;;Ensino Médio;BENFICA;7;RUA MARECHAL DEODORO  112 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7395054;-38.5349593;-3.741486;-38.538855
123;Colégio Cívico Militar Batalha do Riachuelo;;;R. E, 100 , MANUEL DIAS BRANCO, FORTALEZA , CE, 60191,050;;;Ensino Médio;MANUEL DIAS BRANCO;7;R. E  100 , FORTALEZA;Manuel Dias Branco, FORTALEZA, CE;-3.8082258;-38.5070181;-3.7583711;-38.4662952
124;Escola de Ensino Fundamental e Medio Presidente Roosevelt;;;AV. BEZERRA DE MENEZES, 435 , PARQUE ARAXÁ, FORTALEZA , CE, 60010,681;;;Ensino Médio;PARQUE ARAXÁ;7; BEZERRA DE MENEZES  435 , FORTALEZA;Parque Araxá, FORTALEZA, CE;-3.7331016;-38.5485641;-3.7358577;-38.5477178
125;Creche Escola Aprender;;;AV. RUI BARBOSA, 2697 , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60135,222;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);7; RUI BARBOSA  2697 , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.745994;-38.5124227;-3.7446816;-38.5186105
126;Conselho Estadual de Educação;2.7;22 comentários;R. NAPOLEÃO LAUREANO, 500 , FÁTIMA, FORTALEZA , CE, 60411,170;Escritório do governo do estado em Fortaleza, Ceará;;Ensino Médio;FÁTIMA;7;R. NAPOLEÃO LAUREANO  500 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7488384;-38.5285224;-3.7517525;-38.5290848
127;Colégio Professor Aragão;5.0;2 comentários;AV. DA UNIVERSIDADE, 2078 , BENFICA, FORTALEZA , CE, 60020,970;Escola de educação para adultos em Fortaleza, Ceará;;Ensino Médio;BENFICA;7; DA UNIVERSIDADE  2078 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7359346;-38.5349233;-3.741486;-38.538855
128;Escola Trenzinho Feliz;;;RUA PE. CHEVALIER, 212 , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60130,080;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);7;RUA PADRE CHEVALIER  212 , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7467039;-38.518602;-3.7446816;-38.5186105
129;FAESDO;;;R. PINTO MADEIRA, 519 , CENTRO, FORTALEZA , CE, 60150,000;;;Ensino Médio;CENTRO;7;R. PINTO MADEIRA  519 , FORTALEZA;Centro, FORTALEZA, CE;-3.7312958;-38.5204462;-3.7281287;-38.527412
130;Unieducar Inteligência Educacional;;;TORRE SCOPA PLATINUM CORPORATE , R. MONSENHOR BRUNO, 1150 , 50O ANDAR , ALDEOTA, FORTALEZA , CE, 60115,190;;;Ensino Médio;ALDEOTA;9; R. MONSENHOR BRUNO , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7401536;-38.511951;-3.7341528;-38.5096997
131;Colégio Magister Vestibulares;;;CENTRO, FORTALEZA , CE, 60055,100;;;Ensino Médio;CENTRO;5;CENTRO, FORTALEZA, CE;Centro, FORTALEZA, CE;-3.7281287;-38.527412;-3.7281287;-38.527412
132;Escola de Ensino Fundamental Eduardo Campos;;;R. CARNEIRO DA CUNHA, 415 , JACARECANGA, FORTALEZA , CE, 60010,470;;;Ensino Médio;JACARECANGA;7;R. CARNEIRO DA CUNHA  415 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7243171;-38.5433095;-3.7218504;-38.5416884
133;Colégio Universidade Integrada da Criança;;;RUA MARECHAL DEODORO, 1280 , BENFICA, FORTALEZA , CE, 60020,061;;;Ensino Médio;BENFICA;7;RUA MARECHAL DEODORO  1280 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7462804;-38.5382415;-3.741486;-38.538855
134;institutolivreead gmail com;;;R. DA ASSUNÇÃO, 412 , CENTRO, FORTALEZA , CE, 60050,010;;;Ensino Médio;CENTRO;7;R. DA ASSUNÇÃO  412 , FORTALEZA;Centro, FORTALEZA, CE;-3.7336395;-38.5286094;-3.7281287;-38.527412
135;Escola de Ensino Fundamental Comunitária São Raimundo;;;R. ALEXANDRE BARAÚNA, 1450 , RODOLFO TEÓFILO, FORTALEZA , CE, 60430,160;;;Ensino Médio;RODOLFO TEÓFILO;7;R. ALEXANDRE BARAÚNA  1450 , FORTALEZA;Rodolfo Teófilo, FORTALEZA, CE;-3.7452743;-38.5542775;-3.746289;-38.5499015
136;Emeif Lenira Jurema Magalhães;;;R. TEÓFILO GURGEL, 109 , MONTE CASTELO, FORTALEZA , CE, 60325,250;;;Ensino Médio;MONTE CASTELO;7;R. TEÓFILO GURGEL  109 , FORTALEZA;Monte Castelo, FORTALEZA, CE;-3.7286393;-38.5466807;-3.7260186;-38.5502355
137;Instituto Federal de Educação, Ciência e Tecnologia do Ceará | Campus Fortaleza;;;AV. TREZE DE MAIO, 2081 , BENFICA, FORTALEZA , CE, 60040,531;;;Ensino Médio;BENFICA;7; TREZE DE MAIO  2081 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7444404;-38.5361612;-3.741486;-38.538855
138;Escola Aida Santos E Silva;;;R. DR. ANTÔNIO CARNEIRO , VICENTE PINZON, FORTALEZA , CE, 60182,120;;;Ensino Médio;VICENTE PINZON;6;R. DOUTOR ANTÔNIO CARNEIRO , FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.7255948;-38.4645459;-3.7281452;-38.4697385
139;Colégio joão pessoa;;;AV. ANTÔNIO SALES, 3510 , DIONÍSIO TORRES, FORTALEZA , CE, 60192,165;;;Ensino Médio;DIONÍSIO TORRES;7; ANTÔNIO SALES  3510 , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.7490197;-38.4920834;-3.7480271;-38.5064872
140;Colégio da Polícia Militar do Ceará;;;AV. MISTER HULL, 3835 , ANTÔNIO BEZERRA, FORTALEZA , CE, 60356,001;;;Ensino Médio;ANTÔNIO BEZERRA;7; MISTER HULL  3835 , FORTALEZA;Antônio Bezerra, FORTALEZA, CE;-3.7383924;-38.5787055;-3.741003;-38.5913217
141;Escola de Ensino Fundamental e Medio Michelson Nob;;;R. DUARTE PIMENTEL, 3037 , SERRINHA, FORTALEZA , CE, 60742,150;;;Ensino Médio;SERRINHA;7;R. DUARTE PIMENTEL  3037 , FORTALEZA;Serrinha, FORTALEZA, CE;-3.7839726;-38.5409464;-3.7849089;-38.5424548
142;Escola Infantil e Fundamental Semear;;;R. CARVALHO MOTA, 216 , PARQUE ARAXÁ, FORTALEZA , CE, 60450,630;;;Ensino Médio;PARQUE ARAXÁ;7;R. CARVALHO MOTA  216 , FORTALEZA;Parque Araxá, FORTALEZA, CE;-3.7367056;-38.5450508;-3.7358577;-38.5477178
143;Escola Brilhar do Amanhã;;;R. HENRIQUE RABÊLO, 1377 , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60110,540;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);7;R. HENRIQUE RABÊLO  1377 , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7428897;-38.5213361;-3.7446816;-38.5186105
144;Mackenzie Polo Fortaleza;;;R. JOSÉ VILAR, 3000 , DIONÍSIO TORRES, FORTALEZA , CE, 60125,001;;;Ensino Médio;DIONÍSIO TORRES;7;R. JOSE VILAR  3000 , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.7489482;-38.5091694;-3.7480271;-38.5064872
145;Colégio Equipe;;;R. BARÃO DO RIO BRANCO, 1684 , CENTRO, FORTALEZA , CE, 60025,060;;;Ensino Médio;CENTRO;7;R. BARÃO DO RIO BRANCO  1684 , FORTALEZA;Centro, FORTALEZA, CE;-3.7328998;-38.5306261;-3.7281287;-38.527412
146;Colegio pensado;;;AV. ZEZÉ DIOGO, 1283 , VICENTE PINZON, FORTALEZA , CE, 60182,025;;;Ensino Médio;VICENTE PINZON;7; ZEZÉ DIOGO  1283 , FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.7183732;-38.4638971;-3.7281452;-38.4697385
147;Escola de Ensino Fundamental Almerinda de Albuquerque;;;R. ANA GONÇALVES , SÃO JOÃO DO TAUAPE, FORTALEZA , CE, 60130,490;;;Ensino Médio;SÃO JOÃO DO TAUAPE;6;R. ANA GONÇALVES , FORTALEZA;São João do Tauape, FORTALEZA, CE;-3.7590068;-38.5063124;-3.7573612;-38.5106394
148;Escola Criança Arte Viva;;;RUA PADRE FROTA, 509 , MONTE CASTELO, FORTALEZA , CE, 60325,160;;;Ensino Médio;MONTE CASTELO;7;RUA PADRE FROTA  509 , FORTALEZA;Monte Castelo, FORTALEZA, CE;-3.7291861;-38.5484601;-3.7260186;-38.5502355
149;Escola Municipal Haroldo Jorge Braun Vieira;;;AV. LAURO VIÊIRA CHAVES, 51 , AEROPORTO, FORTALEZA , CE, 60420,280;;;Ensino Médio;AEROPORTO;7; LAURO VIÊIRA CHAVES  51 , FORTALEZA;Aeroporto, FORTALEZA, CE;-3.7737167;-38.5309893;-3.7801139;-38.5415078
150;ESCOLA MARIA ALICE;;;R. RAMOS BOTELHO , PAPICU, FORTALEZA , CE, 60175,275;;;Ensino Médio;PAPICU;6;R. RAMOS BOTELHO , FORTALEZA;Papicu, FORTALEZA, CE;-3.7337465;-38.4821642;-3.7395449;-38.4753765
151;EEFM Prof Ma. Gonçalves;;;CENTRO, FORTALEZA , CE, 60050,040;;;Ensino Médio;CENTRO;5;CENTRO, FORTALEZA, CE;Centro, FORTALEZA, CE;-3.7281287;-38.527412;-3.7281287;-38.527412
152;Escola de Ensino Fundamental Conselheiro José Batista de Oliveira;;;R. GOIÁS , PANAMERICANO, FORTALEZA , CE, 60430,232;;;Ensino Médio;PANAMERICANO;6;R. GOIÁS , FORTALEZA;Panamericano, FORTALEZA, CE;-3.7514184;-38.5603618;-3.7557882;-38.5652199
153;Superintendência das Escolas Estaduais de Fortaleza - SEFOR;3.2;10 comentários;AV. GEN. AFONSO ALBUQUERQUE LIMA, S/N , CAMBEBA, FORTALEZA , CE;Repartição pública em Fortaleza, Ceará;;Ensino Médio;CAMBEBA;5; GEN. AFONSO ALBUQUERQUE LIMA, FORTALEZA;Cambeba, FORTALEZA, CE;-3.8131484;-38.4861531;-3.8066024;-38.4851322
154;Prof. Aurelio Cassiano;5.0;2 comentários;RUA BÁRBARA DE ALENCAR, 310 , CENTRO, FORTALEZA , CE, 60140,000;Consultor educacional em Fortaleza, Ceará;;Ensino Médio;CENTRO;7;RUA BÁRBARA DE ALENCAR  310 , FORTALEZA;Centro, FORTALEZA, CE;-3.7362015;-38.5195814;-3.7281287;-38.527412
155;ACADEMIA ENEM;;;R. ILDEFONSO ALBANO, 2050 , MEIRELES, FORTALEZA , CE, 60140,025;;;Ensino Médio;MEIRELES;7;R. ILDEFONSO ALBANO  2050 , FORTALEZA;Meireles, FORTALEZA, CE;-3.7375909;-38.5154033;-3.7278218;-38.5003721
156;Garagem Farias Brito NAG;;;R. CARLOS GOMES, 800 , CENTRO, FORTALEZA , CE, 60040,230;;;Ensino Médio;CENTRO;7;R. CARLOS GOMES  800 , FORTALEZA;Centro, FORTALEZA, CE;-3.7411888;-38.5276158;-3.7281287;-38.527412
157;Escola Modelo de Tempo Integral da Vacaris;;;R. ZACARIAS FLORINDO, 130 , GRANJA PORTUGAL, FORTALEZA , CE, 60545,272;;;Ensino Médio;GRANJA PORTUGAL;7;R. ZACARIAS FLORINDO  130 , FORTALEZA;Granja Portugal, FORTALEZA, CE;-3.7895415;-38.6070101;-3.7822084;-38.5997833
158;ESCOLA DE ENSINO FUNDAMENTAL NOVO CAMINHO LTDA;;;R. CRUZ ABREU, 649 , SÃO JOÃO DO TAUAPE, FORTALEZA , CE, 60130,440;;;Ensino Médio;SÃO JOÃO DO TAUAPE;7;R. CRUZ ABREU  649 , FORTALEZA;São João do Tauape, FORTALEZA, CE;-3.7574706;-38.5102;-3.7573612;-38.5106394
159;Faculdade Multiversa - Fortaleza;;;R. BARÃO DO RIO BRANCO, 2029 , CENTRO, FORTALEZA , CE, 60025,061;;;Ensino Médio;CENTRO;7;R. BARÃO DO RIO BRANCO  2029 , FORTALEZA;Centro, FORTALEZA, CE;-3.7360471;-38.531096;-3.7281287;-38.527412
160;Universidade do Parlamento Cearense;;;R. BARBOSA DE FREITAS, 2674 , ANEXO 2 , DIONÍSIO TORRES, FORTALEZA , CE, 60130,241;;;Ensino Médio;DIONÍSIO TORRES;8;R. BARBOSA DE FREITAS   , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.7447396;-38.4999874;-3.7480271;-38.5064872
161;SINEPE-CE;2.6;5 comentários;R. SEN. POMPEU, 1381 , CENTRO, FORTALEZA , CE, 60025,000;Sindicato em Fortaleza, Ceará;;Ensino Médio;CENTRO;7;R. SENADOR POMPEU  1381 , FORTALEZA;Centro, FORTALEZA, CE;-3.7308634;-38.5305062;-3.7281287;-38.527412
162;UNICE;;;RUA DONA LEOPOLDINA, 912 , ALDEOTA, FORTALEZA , CE, 60110,001;;;Ensino Médio;ALDEOTA;7;RUA DONA LEOPOLDINA  912 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7329137;-38.5202643;-3.7341528;-38.5096997
163;CEPEP Cursos Profissionalizantes;;;RUA 24 DE MAIO, 1255 , CENTRO, FORTALEZA , CE, 60020,001;;;Ensino Médio;CENTRO;7;RUA 24 DE MAIO  1255 , FORTALEZA;Centro, FORTALEZA, CE;-3.7328542;-38.5336002;-3.7281287;-38.527412
164;Polo Fortaleza Centro;;;RUA DONA LEOPOLDINA, 912 , CENTRO, FORTALEZA , CE, 60110,001;;;Ensino Médio;CENTRO;7;RUA DONA LEOPOLDINA  912 , FORTALEZA;Centro, FORTALEZA, CE;-3.7329137;-38.5202643;-3.7281287;-38.527412
165;Gracom | School Of Visual Effects;;;R. FLORIANO PEIXOTO, 484 , CENTRO, FORTALEZA , CE, 60025,130;;;Ensino Médio;CENTRO;7;R. FLORIANO PEIXOTO  484 , FORTALEZA;Centro, FORTALEZA, CE;-3.7267067;-38.5271021;-3.7281287;-38.527412
166;Faculdade CDL - A melhor escola de negócios do Ceará;;;R. VINTE E CINCO DE MARÇO, 780 , CENTRO, FORTALEZA , CE, 60060,120;;;Ensino Médio;CENTRO;7;R. VINTE E CINCO DE MARÇO  780 , FORTALEZA;Centro, FORTALEZA, CE;-3.7308252;-38.5232322;-3.7281287;-38.527412
