NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID
Centro de Ensino Superior Ratio;;;Av. Visconde do Rio Branco, 28 - Centro, Fortaleza - CE, 60325-680;;;Ensino Médio
Ice Estagios e Integraçao Estudantil Ltda-me;4.2;33 comentários;Rua Solon Pinheiro, 550 - Centro, Fortaleza - CE, 60050-040;Agência de empregos em Fortaleza, Ceará;;Ensino Médio
Livraria Evangélica Alfa e Ômega;4.0;2 comentários;R. Gen. Sampaio, 1525 - Centro, Fortaleza - CE, 60020-031;Livraria em Fortaleza, Ceará;;Ensino Médio
CEFOR - Centro Educacional de Fortaleza;;;R. Tibúrcio Cavalcante, 1958 - Aldeota, Fortaleza - CE, 60125-045;;;Ensino Médio
Blive Fortaleza;;;R. José Vilar, 2119 - Dionísio Torres, Fortaleza - CE, 60125-001;;;Ensino Médio
Ice Estagios e Integraçao Estudantil Ltda-me;4.2;33 comentários;Rua Solon Pinheiro, 550 - Centro, Fortaleza - CE, 60050-040;Agência de empregos em Fortaleza, Ceará;;Ensino Médio
Livraria Evangélica Alfa e Ômega;4.0;2 comentários;R. Gen. Sampaio, 1525 - Centro, Fortaleza - CE, 60020-031;Livraria em Fortaleza, Ceará;;Ensino Médio
Escola Vila Piaget;;;Av. Barão de Studart, 1400 - Aldeota, Fortaleza - CE, 60120-024;;;Ensino Médio
Colégio Capital;;;Avenida Imperador, 372 - Centro, Fortaleza - CE, 60015-051;;;Ensino Médio
Seminário Teológico Evangélico da Assembléia de Deus;;;R. Tereza Cristina, 673 - Centro, Fortaleza - CE, 60015-140;;;Ensino Médio
Colégio público;;;Centro, Fortaleza - CE, 60191-156;;;Ensino Médio
Paulus Livraria - Fortaleza;4.8;509 comentários;R. Floriano Peixoto, 523 - Centro, Fortaleza - CE, 60025-130;Livraria em Fortaleza, Ceará;45 min;Ensino Médio
"Casa do Jordy Dias ;D";;;Gentilândia, Fortaleza - CE, 60020-061;;;Ensino Médio
Fortaleza Ceará;;;Av. Bernardo Manuel, 7200 - Serrinha, Fortaleza - CE, 60741-280;;;Ensino Médio
Cursos Blessedness;;;(85) 99196-2197;;;Ensino Médio
Ceará;5.0;Um comentário;Av. Washington Soares, 999 - Edson Queiroz, Fortaleza - CE, 60811-341;Agência de turismo em Fortaleza, Ceará;;Ensino Médio
ensino a distancia;;;Av. Visconde do Rio Branco, 1998 - Fátima, Fortaleza - CE, 60110-001;;;Ensino Médio
CRQ 10° Região - Conselho Regional de Química-CE;4.6;81 comentários;R. Floriano Peixoto, 2020 - José Bonifacio, Fortaleza - CE, 60025-131;Organização não governamental em Fortaleza, Ceará;;Ensino Médio
Fortaleza Ceará;;;Av. da Abolição - Meireles, Fortaleza - CE, 60125-160;;;Ensino Médio
Fortaleza Ceará;;;R. Beatriz, 365 - Cajazeiras, Fortaleza - CE, 60862-700;;;Ensino Médio
Armazéns Guanabara;4.4;196 comentários;R. Major Facundo, 126 - Centro, Fortaleza - CE, 60025-100;Loja de tecidos em Fortaleza, Ceará;15-45 min;Ensino Médio
Vagas em Fortaleza - Emprego Rápido;3.5;40 comentários;Rua Dionísio Cerqueira, 400 (cond. dionísio cerqueira) - Novo Mondubim, ap.202, bl.Q, CE, 60763-740;Agência de empregos em Fortaleza, Ceará;;Ensino Médio
IESF;;;Rua Dona Leopoldina, 912 - Centro, Fortaleza - CE, 60110-010;;;Ensino Médio
escola Tecnica De Ensino;;;Av. Tristão Gonçalves - Centro, Fortaleza - CE, 60015-001;;;Ensino Médio
Fortaleza Ceará;;;Rua Nossa Senhora de Fátima, 1827 - Canindezinho, Fortaleza - CE, 60731-455;;;Ensino Médio
Blive Fortaleza;;;R. José Vilar, 2119 - Dionísio Torres, Fortaleza - CE, 60125-001;;;Ensino Médio
CEFOR - Centro Educacional de Fortaleza;;;R. Tibúrcio Cavalcante, 1958 - Aldeota, Fortaleza - CE, 60125-045;;;Ensino Médio
Museu da Indústria;4.8;1.110 comentários;R. Dr. João Moreira, 143 - Centro, Fortaleza - CE, 60030-000;Museu em Fortaleza, Ceará;;Ensino Médio
Marco De Revolucao Colegio;;;R. Cecil Salgado, 482 - Jardim Guanabara, Fortaleza - CE, 60346-205;;;Ensino Médio
Teatro Sesc Emiliano Queiroz;4.7;198 comentários;Av. Duque de Caxias, 1701 - Centro, Fortaleza - CE, 60035-111;Teatro em Fortaleza, Ceará;;Ensino Médio
Daniel Santos Fotografia;5.0;Um comentário;R. Eduardo Salgado, 412 - 10 - Aldeota, Fortaleza - CE, 60150-140;Fotógrafo em Fortaleza, Ceará;;Ensino Médio
Colegio Master Centro;;;R. Barão de Aratanha, 98 - Centro, Fortaleza - CE, 60050-070;;;Ensino Médio
Departamento de Ensino Médio e Licenciatura;;;Av. Treze de Maio, 2158 - Fátima, Fortaleza - CE, 60040-531;;;Ensino Médio
Colégio Capital;;;Av. Treze de Maio, 1255 - Benfica, Fortaleza - CE, 60020-001;;;Ensino Médio
Colégio;;;R. Auristela Maia Farias, 1060-1064 - Luciano Cavalcante, Fortaleza - CE, 60811-170;;;Ensino Médio
Supletivo Solução;;;Av. Duque de Caxias, 345 - 103 - Centro, Fortaleza - Espírito Santo, 29230-000;;;Ensino Médio
Colegio;;;Av. Filomeno Gomes, 291 - Jacarecanga, Fortaleza - CE, 60010-280;;;Ensino Médio
Colégio Anabatista;;;R. João Cordeiro, 2676 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-301;;;Ensino Médio
Colégio reiop;;;R. Ildefonso Albano, 1030 - Meireles, Fortaleza - CE, 60115-000;;;Ensino Médio
Conselho Escolar da Escola de Primeiro Grau José R;;;Av. da Abolição, 3084 - Mucuripe, Fortaleza - CE, 60165-085;;;Ensino Médio
Reforco Escolar;;;R. Barão de Aracati - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082;;;Ensino Médio
escola municipal;;;Tv. Paraíso, 172 - Cambeba, Fortaleza - CE;;;Ensino Médio
Escola de Educação Integrada;;;R. Eduardo Garcia, 833 - Aldeota, Fortaleza - CE, 60150-120;;;Ensino Médio
Paulo Meireles Barguil;;;R. Waldery Uchôa, 01 - Benfica, Fortaleza - CE, 60020-110;;;Ensino Médio
Escola;;;R. Um Conjunto Parque Boata, 1000-1038 - Quintino Cunha, Fortaleza - CE, 60351-695;;;Ensino Médio
Eiei Escolas Integradas de Educacional Infant;;;Rua General Dutra, 79 - Varjota, Fortaleza - CE, 60175-220;;;Ensino Médio
Escola;;;Lagoa Redonda, Fortaleza - CE;;;Ensino Médio
CEFOR - Centro Educacional de Fortaleza;;;R. Tibúrcio Cavalcante, 1958 - Aldeota, Fortaleza - CE, 60125-045;;;Ensino Médio
Blive Fortaleza;;;R. José Vilar, 2119 - Dionísio Torres, Fortaleza - CE, 60125-001;;;Ensino Médio
Yakoi dj Coutinho;;;Av. Duque de Caxias - Centro, Fortaleza - CE, 60050-040;;;Ensino Médio
Revista Entrepalavras;;;Av. da Universidade, 2683 - Benfica, Fortaleza - CE, 60020-181;;;Ensino Médio
